Unnamed: 0,image_list,label_list
23844,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record013\Camera 6\171206_060548828_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record013\Camera 6\171206_060548828_Camera_6_bin.png
35366,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record013\Camera 6\171206_060439842_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record013\Camera 6\171206_060439842_Camera_6_bin.png
10163,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record011\Camera 5\171206_055451877_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record011\Camera 5\171206_055451877_Camera_5_bin.png
10317,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record013\Camera 6\171206_060206168_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record013\Camera 6\171206_060206168_Camera_6_bin.png
3436,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road02\ColorImage\Record019\Camera 6\170927_070130328_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road02\Label\Record019\Camera 6\170927_070130328_Camera_6_bin.png
24404,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road02\ColorImage\Record020\Camera 6\170927_070238638_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road02\Label\Record020\Camera 6\170927_070238638_Camera_6_bin.png
15949,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record009\Camera 5\171206_055316460_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record009\Camera 5\171206_055316460_Camera_5_bin.png
44206,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record013\Camera 5\171206_060129506_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record013\Camera 5\171206_060129506_Camera_5_bin.png
19036,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road02\ColorImage\Record030\Camera 6\170927_071653605_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road02\Label\Record030\Camera 6\170927_071653605_Camera_6_bin.png
42291,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record011\Camera 5\171206_055643154_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record011\Camera 5\171206_055643154_Camera_5_bin.png
35330,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road02\ColorImage\Record029\Camera 5\170927_071521252_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road02\Label\Record029\Camera 5\170927_071521252_Camera_5_bin.png
12834,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record027\Camera 6\171206_033315572_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record027\Camera 6\171206_033315572_Camera_6_bin.png
43569,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record012\Camera 5\171206_055823604_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record012\Camera 5\171206_055823604_Camera_5_bin.png
27629,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road02\ColorImage\Record029\Camera 6\170927_071610334_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road02\Label\Record029\Camera 6\170927_071610334_Camera_6_bin.png
23454,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record012\Camera 6\171206_055932810_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record012\Camera 6\171206_055932810_Camera_6_bin.png
33325,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record011\Camera 6\171206_055641204_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record011\Camera 6\171206_055641204_Camera_6_bin.png
27367,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record013\Camera 6\171206_031421302_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record013\Camera 6\171206_031421302_Camera_6_bin.png
32120,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record019\Camera 5\171206_061838714_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record019\Camera 5\171206_061838714_Camera_5_bin.png
12300,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record021\Camera 5\171206_032241006_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record021\Camera 5\171206_032241006_Camera_5_bin.png
22597,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record013\Camera 6\171206_060458750_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record013\Camera 6\171206_060458750_Camera_6_bin.png
23357,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record016\Camera 5\171206_031841640_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record016\Camera 5\171206_031841640_Camera_5_bin.png
13859,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record025\Camera 5\171206_032920015_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record025\Camera 5\171206_032920015_Camera_5_bin.png
41332,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record013\Camera 5\171206_060452401_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record013\Camera 5\171206_060452401_Camera_5_bin.png
27099,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record024\Camera 6\171206_032652782_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record024\Camera 6\171206_032652782_Camera_6_bin.png
15256,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record011\Camera 6\171206_055516748_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record011\Camera 6\171206_055516748_Camera_6_bin.png
12036,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record021\Camera 6\171206_032257143_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record021\Camera 6\171206_032257143_Camera_6_bin.png
44581,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record014\Camera 5\171206_060854230_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record014\Camera 5\171206_060854230_Camera_5_bin.png
24621,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record016\Camera 5\171206_031815535_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record016\Camera 5\171206_031815535_Camera_5_bin.png
39968,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record014\Camera 5\171206_060837111_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record014\Camera 5\171206_060837111_Camera_5_bin.png
37780,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record027\Camera 6\171206_033240292_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record027\Camera 6\171206_033240292_Camera_6_bin.png
19261,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record024\Camera 5\171206_032753070_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record024\Camera 5\171206_032753070_Camera_5_bin.png
25110,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road02\ColorImage\Record020\Camera 6\170927_070316024_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road02\Label\Record020\Camera 6\170927_070316024_Camera_6_bin.png
42300,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record011\Camera 6\171206_055444965_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record011\Camera 6\171206_055444965_Camera_6_bin.png
13988,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record024\Camera 5\171206_032730992_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record024\Camera 5\171206_032730992_Camera_5_bin.png
15954,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record011\Camera 5\171206_055516492_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record011\Camera 5\171206_055516492_Camera_5_bin.png
30844,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record012\Camera 6\171206_055820559_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record012\Camera 6\171206_055820559_Camera_6_bin.png
42384,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record013\Camera 6\171206_060202809_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record013\Camera 6\171206_060202809_Camera_6_bin.png
24764,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record027\Camera 6\171206_033233584_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record027\Camera 6\171206_033233584_Camera_6_bin.png
26742,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road02\ColorImage\Record030\Camera 6\170927_071751134_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road02\Label\Record030\Camera 6\170927_071751134_Camera_6_bin.png
43217,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road02\ColorImage\Record028\Camera 5\170927_071412021_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road02\Label\Record028\Camera 5\170927_071412021_Camera_5_bin.png
32147,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record018\Camera 6\171206_032009808_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record018\Camera 6\171206_032009808_Camera_6_bin.png
32405,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record027\Camera 5\171206_033349988_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record027\Camera 5\171206_033349988_Camera_5_bin.png
18402,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record022\Camera 6\171206_032345347_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record022\Camera 6\171206_032345347_Camera_6_bin.png
17013,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record019\Camera 5\171206_061748221_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record019\Camera 5\171206_061748221_Camera_5_bin.png
19147,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record014\Camera 5\171206_060752050_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record014\Camera 5\171206_060752050_Camera_5_bin.png
23646,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record014\Camera 6\171206_060800102_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record014\Camera 6\171206_060800102_Camera_6_bin.png
13353,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road02\ColorImage\Record028\Camera 6\170927_071413542_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road02\Label\Record028\Camera 6\170927_071413542_Camera_6_bin.png
8880,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record011\Camera 6\171206_055616652_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record011\Camera 6\171206_055616652_Camera_6_bin.png
5107,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record014\Camera 6\171206_060916105_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record014\Camera 6\171206_060916105_Camera_6_bin.png
36481,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road02\ColorImage\Record020\Camera 5\170927_070359583_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road02\Label\Record020\Camera 5\170927_070359583_Camera_5_bin.png
38,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record012\Camera 5\171206_055929300_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record012\Camera 5\171206_055929300_Camera_5_bin.png
36054,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record014\Camera 6\171206_060658720_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record014\Camera 6\171206_060658720_Camera_6_bin.png
900,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record024\Camera 5\171206_032756510_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record024\Camera 5\171206_032756510_Camera_5_bin.png
22285,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road02\ColorImage\Record029\Camera 6\170927_071610703_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road02\Label\Record029\Camera 6\170927_071610703_Camera_6_bin.png
29241,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record012\Camera 6\171206_031251079_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record012\Camera 6\171206_031251079_Camera_6_bin.png
1211,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record027\Camera 6\171206_033447992_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record027\Camera 6\171206_033447992_Camera_6_bin.png
19210,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road02\ColorImage\Record026\Camera 6\170927_071155369_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road02\Label\Record026\Camera 6\170927_071155369_Camera_6_bin.png
43393,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record011\Camera 6\171206_055655339_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record011\Camera 6\171206_055655339_Camera_6_bin.png
9370,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record011\Camera 5\171206_055629422_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record011\Camera 5\171206_055629422_Camera_5_bin.png
23716,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road02\ColorImage\Record027\Camera 6\170927_071310659_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road02\Label\Record027\Camera 6\170927_071310659_Camera_6_bin.png
37729,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record009\Camera 6\171206_055333951_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record009\Camera 6\171206_055333951_Camera_6_bin.png
37709,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record009\Camera 5\171206_055328687_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record009\Camera 5\171206_055328687_Camera_5_bin.png
42641,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record012\Camera 5\171206_055844943_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record012\Camera 5\171206_055844943_Camera_5_bin.png
41390,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record012\Camera 5\171206_031215370_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record012\Camera 5\171206_031215370_Camera_5_bin.png
27587,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record027\Camera 5\171206_033239905_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record027\Camera 5\171206_033239905_Camera_5_bin.png
4463,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record026\Camera 6\171206_033118147_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record026\Camera 6\171206_033118147_Camera_6_bin.png
43619,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record024\Camera 6\171206_032612410_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record024\Camera 6\171206_032612410_Camera_6_bin.png
38702,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record022\Camera 6\171206_032415664_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record022\Camera 6\171206_032415664_Camera_6_bin.png
44365,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record018\Camera 5\171206_061529485_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record018\Camera 5\171206_061529485_Camera_5_bin.png
34101,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record014\Camera 6\171206_060908582_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record014\Camera 6\171206_060908582_Camera_6_bin.png
41283,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record012\Camera 5\171206_031224491_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record012\Camera 5\171206_031224491_Camera_5_bin.png
5510,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road02\ColorImage\Record021\Camera 5\170927_070407609_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road02\Label\Record021\Camera 5\170927_070407609_Camera_5_bin.png
33319,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record013\Camera 6\171206_031558748_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record013\Camera 6\171206_031558748_Camera_6_bin.png
36391,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record015\Camera 6\171206_061029712_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record015\Camera 6\171206_061029712_Camera_6_bin.png
38811,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record030\Camera 6\171206_033708520_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record030\Camera 6\171206_033708520_Camera_6_bin.png
39402,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record026\Camera 5\171206_033127198_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record026\Camera 5\171206_033127198_Camera_5_bin.png
2225,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road03\ColorImage\Record024\Camera 5\171206_032726108_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road03\Label\Record024\Camera 5\171206_032726108_Camera_5_bin.png
13434,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record019\Camera 5\171206_062016621_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record019\Camera 5\171206_062016621_Camera_5_bin.png
9396,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road02\ColorImage\Record029\Camera 5\170927_071524942_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road02\Label\Record029\Camera 5\170927_071524942_Camera_5_bin.png
4601,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record019\Camera 6\171206_061744945_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record019\Camera 6\171206_061744945_Camera_6_bin.png
43003,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record019\Camera 5\171206_061906686_Camera_5.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record019\Camera 5\171206_061906686_Camera_5_bin.png
37125,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road02\ColorImage\Record016\Camera 6\170927_065819905_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road02\Label\Record016\Camera 6\170927_065819905_Camera_6_bin.png
27311,E:\数据集\车道线数据集\Imagedata\Image_data\ColorImage_road04\ColorImage\Record015\Camera 6\171206_061053369_Camera_6.jpg,E:\数据集\车道线数据集\Imagedata\Gray_Label\Label_road04\Label\Record015\Camera 6\171206_061053369_Camera_6_bin.png
